iter	Logloss
0	0.6284947026
1	0.5719764696
2	0.5271796437
3	0.4846136062
4	0.4666712262
5	0.4408423319
6	0.4160591177
7	0.3980094635
8	0.3860433388
9	0.373959449
10	0.3594737673
11	0.3502555626
12	0.3423624653
13	0.3330055758
14	0.3266436355
15	0.3192115596
16	0.3125804926
17	0.3041170172
18	0.2992446788
19	0.2940354087
20	0.2895637418
21	0.286334819
22	0.2816628083
23	0.2763742819
24	0.2738479599
25	0.2719130731
26	0.2673344657
27	0.2605145935
28	0.2566040125
29	0.2538083788
30	0.2498961184
31	0.2477095851
32	0.2433925214
33	0.2404710624
34	0.2379159042
35	0.2343564603
36	0.2307012561
37	0.2277087944
38	0.2276139002
39	0.2246885101
40	0.2212061498
41	0.2202485204
42	0.2171576777
43	0.2166027784
44	0.214237888
45	0.2120182909
46	0.2117421308
47	0.208965875
48	0.2088898522
49	0.2070513241
50	0.2062274079
51	0.2036908662
52	0.2016348114
53	0.2013856704
54	0.1998125571
55	0.1985775895
56	0.1960390278
57	0.193402549
58	0.1912458881
59	0.1908558343
60	0.1890456967
61	0.1867873087
62	0.1848176756
63	0.1820143733
64	0.1804110862
65	0.1770267473
66	0.1746301865
67	0.1724082007
68	0.1697322325
69	0.167811101
70	0.1657159047
71	0.1654389734
72	0.1642065156
73	0.1618604068
74	0.1606273036
75	0.1590607526
76	0.1578427508
77	0.1566476543
78	0.1546971779
79	0.1530002137
80	0.152928856
81	0.1527864832
82	0.1510880408
83	0.1510544549
84	0.1485123628
85	0.1465841279
86	0.144995297
87	0.1434847269
88	0.1423671707
89	0.141282074
90	0.140893851
91	0.1396879299
92	0.1390837745
93	0.1388892594
94	0.1387022366
95	0.1374069196
96	0.1372721914
97	0.1358156405
98	0.1344369853
99	0.1329177806
100	0.1312345338
101	0.1295020156
102	0.1293667501
103	0.1273780534
104	0.1260049285
105	0.1258832904
106	0.1242859256
107	0.1214400317
108	0.1195715293
109	0.118453145
110	0.1171586036
111	0.1153883
112	0.114188324
113	0.1123496048
114	0.1121894516
115	0.110953937
116	0.1095848043
117	0.1088935431
118	0.1080939847
119	0.1079577603
120	0.106242485
121	0.1053409371
122	0.1049850763
123	0.104478318
124	0.103115279
125	0.1019761371
126	0.1005112288
127	0.1003934654
128	0.09945204477
129	0.09820080296
130	0.09735802907
131	0.09608245851
132	0.0949843101
133	0.09405537295
134	0.09274163073
135	0.09179605963
136	0.09125750779
137	0.09089991022
138	0.09078423204
139	0.09011228093
140	0.08953706471
141	0.08862281756
142	0.08801382764
143	0.08754059723
144	0.08635764808
145	0.08565650018
146	0.08530428841
147	0.08397341067
148	0.08257822411
149	0.08196442151
150	0.08112801873
151	0.07989686705
152	0.07880917725
153	0.07815783993
154	0.07796431172
155	0.0775959518
156	0.07684099181
157	0.07604620639
158	0.07543412283
159	0.07465959044
160	0.07399676188
161	0.07341884537
162	0.07286218109
163	0.07248584067
164	0.0724252533
165	0.07232646975
166	0.07143366176
167	0.07126810719
168	0.07030543582
169	0.0694308225
170	0.06878016907
171	0.06848440055
172	0.06817040816
173	0.0677155076
174	0.06707165186
175	0.06634398891
176	0.06535681038
177	0.06494354346
178	0.06446156997
179	0.06390080252
180	0.06352072638
181	0.06304771107
182	0.06300919025
183	0.0622611899
184	0.06173918084
185	0.06114610724
186	0.06076374275
187	0.06037449807
188	0.05968723527
189	0.05963183275
190	0.05913488917
191	0.05877213412
192	0.05812900142
193	0.05721402595
194	0.05680497668
195	0.05632390496
196	0.05603544592
197	0.05586463563
198	0.05524722833
199	0.05482782713
200	0.05479282426
201	0.05460221545
202	0.0542708547
203	0.05396440541
204	0.05388070109
205	0.05383317465
206	0.05305300073
207	0.05291852675
208	0.05256505047
209	0.05221046248
210	0.05181844666
211	0.0513421739
212	0.0508742055
213	0.05054434341
214	0.05014452547
215	0.04944046514
216	0.04908745002
217	0.04907364719
218	0.0486124293
219	0.04817573362
220	0.04779680897
221	0.04772402798
222	0.04749992019
223	0.04695539732
224	0.04627095968
225	0.04576177327
226	0.04552348756
227	0.04527687133
228	0.04493578066
229	0.04426518095
230	0.0438160556
231	0.04350140398
232	0.04325199866
233	0.04285831335
234	0.04276293875
235	0.04224667322
236	0.04197321806
237	0.04160059616
238	0.04145026068
239	0.04132894135
240	0.04104112413
241	0.04056823349
242	0.04044946024
243	0.04020481415
244	0.03986517221
245	0.03985690738
246	0.03977154542
247	0.03949415882
248	0.03925971596
249	0.03880119595
250	0.03836560631
251	0.03818956823
252	0.037754521
253	0.0374204075
254	0.03707522545
255	0.0365247674
256	0.03631782201
257	0.035830091
258	0.03582423455
259	0.03554077798
260	0.03527851028
261	0.03500295154
262	0.03470646138
263	0.03442199798
264	0.03423554246
265	0.03396064257
266	0.03372371919
267	0.0336319269
268	0.03339625488
269	0.03319522211
270	0.03314034782
271	0.03294196726
272	0.03260839529
273	0.03230939328
274	0.03216653541
275	0.03194579256
276	0.03178790665
277	0.03176858142
278	0.03145111041
279	0.03124390466
280	0.03112534749
281	0.03102905188
282	0.03096529906
283	0.03079524874
284	0.03053617399
285	0.03049122002
286	0.03043711869
287	0.03042813631
288	0.0303970124
289	0.0302982396
290	0.03019577749
291	0.03014733641
292	0.03000853057
293	0.03000255588
294	0.02971100742
295	0.02950601437
296	0.02929061935
297	0.02894203288
298	0.02870456048
299	0.02849902411
300	0.02811136717
301	0.0279216469
302	0.02786502764
303	0.02774993048
304	0.02771594578
305	0.02770023198
306	0.02755491603
307	0.02753241188
308	0.02731014831
309	0.02715843641
310	0.02685352005
311	0.02669743492
312	0.0266922949
313	0.02659744014
314	0.02646991747
315	0.02626559508
316	0.02608159306
317	0.02596936873
318	0.02596166534
319	0.02594225244
320	0.02570494736
321	0.02569435274
322	0.02558215403
323	0.02557720455
324	0.02539325125
325	0.0252644519
326	0.02517153398
327	0.02512888799
328	0.02512219494
329	0.02493449504
330	0.02487712228
331	0.02477949333
332	0.02475783125
333	0.02462642247
334	0.02458377377
335	0.02454108147
336	0.02440979294
337	0.02430561701
338	0.02413926972
339	0.02385956278
340	0.02373608455
341	0.02357930463
342	0.02344930395
343	0.02314824962
344	0.02314580295
345	0.02314039629
346	0.02311128044
347	0.02305356919
348	0.02305073854
349	0.02292464464
350	0.02292197141
351	0.02291628973
352	0.02277340325
353	0.02259647908
354	0.02259248148
355	0.02255198495
356	0.02249160873
357	0.02247367586
358	0.02245250073
359	0.02244444873
360	0.02213462204
361	0.02213154336
362	0.0221242044
363	0.02207411728
364	0.02197087269
365	0.02175488178
366	0.02166122951
367	0.02150585562
368	0.02134633065
369	0.0211405852
370	0.02105526258
371	0.02092399571
372	0.02087383539
373	0.0207267743
374	0.02070837764
375	0.02067036263
376	0.0206661357
377	0.02065317536
378	0.02063290814
379	0.02060666562
380	0.02059594353
381	0.02050381433
382	0.02033474502
383	0.02032610253
384	0.02018184727
385	0.02013508509
386	0.01993620337
387	0.01984977378
388	0.01969315984
389	0.0196733466
390	0.01959275452
391	0.0195902705
392	0.01942967371
393	0.01927530749
394	0.01927180449
395	0.01926406327
396	0.01916550288
397	0.0190800274
398	0.01894818261
399	0.01894615563
400	0.01892868574
401	0.01876655929
402	0.01876453743
403	0.0186615311
404	0.01865768772
405	0.0185861665
406	0.01858126536
407	0.01857813637
408	0.01857468122
409	0.01847677757
410	0.01836345592
411	0.01833484267
412	0.01826197403
413	0.01825812462
414	0.01819121228
415	0.0180946335
416	0.018003142
417	0.01797769819
418	0.01786462783
419	0.01770674303
420	0.0175320668
421	0.01745039912
422	0.01730223568
423	0.01724341645
424	0.01709674129
425	0.01699185857
426	0.01689309158
427	0.01680021866
428	0.01679847479
429	0.01678818772
430	0.0166733106
431	0.01664630727
432	0.01663680961
433	0.01658134466
434	0.01644542601
435	0.01633619639
436	0.01633136117
437	0.01632877931
438	0.01632616518
439	0.0162804265
440	0.01617176646
441	0.01610915931
442	0.01595936228
443	0.01586851181
444	0.01582558001
445	0.01577334441
446	0.01576765511
447	0.01576623188
448	0.01576290171
449	0.01570776864
450	0.01564913167
451	0.01562995282
452	0.0156262695
453	0.01562156421
454	0.01551063849
455	0.01550661749
456	0.01545966996
457	0.01535212404
458	0.01526351583
459	0.01516436102
460	0.0151447164
461	0.01507057346
462	0.01503939129
463	0.01502573596
464	0.01493094576
465	0.01492839393
466	0.01492430431
467	0.01488581374
468	0.01483361436
469	0.01474603706
470	0.01474400344
471	0.0146688601
472	0.01455890518
473	0.01450301485
474	0.01439865357
475	0.01430371532
476	0.01424100097
477	0.01423560779
478	0.01423176177
479	0.01421103822
480	0.01419953668
481	0.01417105276
482	0.01412069659
483	0.01405016867
484	0.01404839767
485	0.01400724603
486	0.01400425906
487	0.01399136932
488	0.01398878894
489	0.01398533477
490	0.01396665047
491	0.01393585396
492	0.01389893846
493	0.01380398018
494	0.01373004521
495	0.01370565266
496	0.01363841978
497	0.01359550353
498	0.01359142138
499	0.01354074181
500	0.01353480248
501	0.01351316662
502	0.01348003278
503	0.01340778878
504	0.01340279448
505	0.01338158167
506	0.01332934188
507	0.01327070192
508	0.01326247846
509	0.0132526759
510	0.01319767253
511	0.01311826455
512	0.01306333358
513	0.01306126528
514	0.01305095438
515	0.0130479773
516	0.01304375969
517	0.01304164741
518	0.01303945882
519	0.0129677094
520	0.01292057413
521	0.01291940153
522	0.01284679963
523	0.01276296004
524	0.01271111522
525	0.01268999413
526	0.01264782022
527	0.01264587875
528	0.01264456018
529	0.01261009162
530	0.0125441979
531	0.01250695388
532	0.01248008784
533	0.01242142531
534	0.01239724764
535	0.01233842932
536	0.01233675006
537	0.01233596849
538	0.01227624188
539	0.01222735377
540	0.01215818261
541	0.01204390645
542	0.01199908668
543	0.01199845253
544	0.01199506328
545	0.01199414796
546	0.0119575538
547	0.011949775
548	0.01194276281
549	0.01194272166
550	0.01185929079
551	0.01181477049
552	0.01181246374
553	0.01175955566
554	0.0116923314
555	0.011662917
556	0.01164717525
557	0.01157614893
558	0.01153857699
559	0.01147214676
560	0.01141317508
561	0.01136840427
562	0.01129462879
563	0.01127719538
564	0.01127130973
565	0.01123330718
566	0.0111974134
567	0.01118128105
568	0.01117850698
569	0.01115045593
570	0.01114923432
571	0.01106145961
572	0.01102462694
573	0.01102226809
574	0.01097504662
575	0.01089219582
576	0.01082172335
577	0.01075962795
578	0.0107317976
579	0.01072526513
580	0.01069951389
581	0.01063690257
582	0.01062259227
583	0.01056666764
584	0.01055670191
585	0.01053300652
586	0.01050724008
587	0.01050530747
588	0.01050209993
589	0.01041447204
590	0.01036674661
591	0.01034566897
592	0.01033129112
593	0.01030454197
594	0.01029760491
595	0.01027917426
596	0.01022151072
597	0.01019980199
598	0.01019979911
599	0.01015520241
600	0.01015519018
601	0.01013158366
602	0.01006982802
603	0.01001485489
604	0.01001485435
605	0.01001406411
606	0.009966740104
607	0.009962919363
608	0.009946053381
609	0.009942204529
610	0.009927275058
611	0.009927269971
612	0.009925082526
613	0.009879544419
614	0.00987805194
615	0.009868864255
616	0.009868162905
617	0.009868143129
618	0.009842135283
619	0.009841478756
620	0.009839009255
621	0.009799395954
622	0.009787973209
623	0.009787377817
624	0.009739935469
625	0.009731120272
626	0.009729483941
627	0.009693980401
628	0.00964655094
629	0.009634171267
630	0.009595321255
631	0.009589006269
632	0.009554711861
633	0.00954873939
634	0.009548737083
635	0.009547744704
636	0.009538099145
637	0.009538097367
638	0.009537251045
639	0.009503428208
640	0.009502734717
641	0.009476426138
642	0.009471290035
643	0.00942368032
644	0.009380186073
645	0.00936132931
646	0.009325681535
647	0.009325630823
648	0.009304661765
649	0.009288565012
650	0.009274345683
651	0.009204193421
652	0.009164179537
653	0.009113365542
654	0.009113167026
655	0.009092074232
656	0.009052236099
657	0.009021579883
658	0.008975625477
659	0.008975613858
660	0.00897155554
661	0.0089706713
662	0.008968790214
663	0.008968788671
664	0.008968724831
665	0.008968053523
666	0.008914164032
667	0.008883848348
668	0.008838488351
669	0.008827098227
670	0.008820490047
671	0.008765967143
672	0.008749495577
673	0.008723972781
674	0.008686563277
675	0.008673481256
676	0.008652385742
677	0.008652168939
678	0.008629733221
679	0.008578495838
680	0.008577415769
681	0.008559417248
682	0.008549134255
683	0.008526949848
684	0.008523878843
685	0.008508738007
686	0.008461895491
687	0.008443336061
688	0.008442115923
689	0.008441616856
690	0.008439554647
691	0.008439258625
692	0.008408516928
693	0.008388748109
694	0.008353968192
695	0.008332677094
696	0.00831876716
697	0.008307707446
698	0.008306437323
699	0.008277164592
700	0.008275462761
701	0.008223942263
702	0.008193740079
703	0.008169761486
704	0.008168294631
705	0.008139471002
706	0.008135848113
707	0.008135821521
708	0.008135312047
709	0.008132913744
710	0.008080190358
711	0.008076183506
712	0.008059091743
713	0.00805605311
714	0.00805279647
715	0.008022319348
716	0.008021589909
717	0.008000244726
718	0.007969077155
719	0.007919849453
720	0.007882444594
721	0.007871555167
722	0.007823448939
723	0.007786348557
724	0.007758323235
725	0.007738100402
726	0.007723682575
727	0.007702849034
728	0.007678375234
729	0.007639605696
730	0.007614180926
731	0.007577289976
732	0.00754238019
733	0.007510342503
734	0.007493606005
735	0.007481656053
736	0.007450320222
737	0.007441473951
738	0.00738873993
739	0.007385561445
740	0.007374054587
741	0.007347878582
742	0.007340846466
743	0.007325912477
744	0.007315536019
745	0.007315294392
746	0.007285456104
747	0.007262277438
748	0.007254186958
749	0.007229143739
750	0.007201673929
751	0.007196955572
752	0.007196649004
753	0.007187334604
754	0.007187332351
755	0.007168316798
756	0.007164192378
757	0.007134364336
758	0.007115500962
759	0.00709930934
760	0.007098846975
761	0.007098673137
762	0.007098669787
763	0.007098488846
764	0.007097390376
765	0.007097382548
766	0.007076946351
767	0.007068275988
768	0.007025882402
769	0.007022831331
770	0.007022704691
771	0.007022700474
772	0.007014705403
773	0.00700851345
774	0.007004175331
775	0.007004168116
776	0.006995263435
777	0.006983231629
778	0.006975297748
779	0.006963316261
780	0.006963281003
781	0.006953807524
782	0.00693258154
783	0.006932516414
784	0.006910583964
785	0.00690703333
786	0.006901119084
787	0.00689877485
788	0.006898652885
789	0.006883295526
790	0.006881365035
791	0.006867188266
792	0.006863962324
793	0.006836372765
794	0.006796031783
795	0.00677237679
796	0.006772167468
797	0.006767571466
798	0.006766663013
799	0.006742371292
800	0.006742362364
801	0.006730934826
802	0.006725859045
803	0.006722871477
804	0.00672271314
805	0.006722671817
806	0.006720107281
807	0.006687310418
808	0.006680244597
809	0.006678586619
810	0.006678499323
811	0.006678497041
812	0.006660975315
813	0.006634994444
814	0.00662164399
815	0.006612477708
816	0.006610085984
817	0.006599779297
818	0.006587717643
819	0.006587708692
820	0.006584114651
821	0.006584111275
822	0.006574011341
823	0.006572167296
824	0.006569569429
825	0.006569129121
826	0.00656015896
827	0.006551496309
828	0.006550833251
829	0.006518143431
830	0.006515017604
831	0.006512145662
832	0.00649988922
833	0.006499887492
834	0.006499877018
835	0.006484955564
836	0.006474875179
837	0.006450744078
838	0.006435273054
839	0.00643457871
840	0.006434575374
841	0.006434567199
842	0.006434542722
843	0.006411623937
844	0.006399350253
845	0.006386667664
846	0.006386277108
847	0.006385618797
848	0.006355929066
849	0.00635588157
850	0.006353142654
851	0.00635280535
852	0.006327368867
853	0.006305547302
