iter	Logloss
854	0.006280227969
855	0.006253391963
856	0.006244187569
857	0.006239564526
858	0.006239538312
859	0.006239537011
860	0.006228286713
861	0.00619003341
862	0.006173820072
863	0.006151639626
864	0.006142583264
865	0.006138963227
866	0.006138955359
867	0.006137649838
868	0.006137590189
869	0.006120786024
870	0.006119099346
871	0.006118297201
872	0.006100838899
873	0.006093563062
874	0.006093562688
875	0.006090037134
876	0.006078481287
877	0.006068440985
878	0.006068371753
879	0.006060213742
880	0.00603309563
881	0.006027190057
882	0.006008097887
883	0.00600155901
884	0.005998858613
885	0.005998217497
886	0.005998187089
887	0.005996401085
888	0.00599635124
889	0.00599103572
890	0.005991015175
891	0.005957145219
892	0.00595014428
893	0.005944868296
894	0.005944866035
895	0.005927564029
896	0.005927555537
897	0.005908719929
898	0.00588744471
899	0.005887248844
900	0.005887240176
901	0.005887239865
902	0.005876884668
903	0.005874419571
904	0.005855244313
905	0.005855029877
906	0.005841315098
907	0.005841308235
908	0.00582083106
909	0.005799467069
910	0.005799453451
911	0.005788851631
912	0.005772099989
913	0.005765243061
914	0.00574758081
915	0.005722988461
916	0.005706054175
917	0.005700428644
918	0.005687410971
919	0.005677874657
920	0.005677858511
921	0.00567550252
922	0.005674958377
923	0.005652988943
924	0.005644624968
925	0.005627076143
926	0.005626028128
927	0.005626008444
928	0.00561283422
929	0.005604667631
930	0.005600372793
931	0.005600363299
932	0.005593905345
933	0.005593901459
934	0.005593887639
935	0.005590879204
936	0.005590185773
937	0.005590006407
938	0.005580958845
939	0.005580958465
940	0.005580674807
941	0.005580606045
942	0.005580096528
943	0.005550857528
944	0.005550843201
945	0.005538466128
946	0.005531991412
947	0.005515448681
948	0.005515441775
949	0.005486655695
950	0.005474152932
951	0.005473460492
952	0.00545850146
953	0.005439551097
954	0.005434968152
955	0.005433043276
956	0.005421071582
957	0.005417739188
958	0.005409185528
959	0.005406695917
960	0.00539593632
961	0.005384437521
962	0.0053844234
963	0.005383658498
964	0.005374752104
965	0.005370259747
966	0.005367004516
967	0.00536019304
968	0.005355691799
969	0.00534022384
970	0.005330997128
971	0.005330995516
972	0.005330994113
973	0.005313138536
974	0.005306554922
975	0.005296077163
976	0.005292948714
977	0.005292923438
978	0.005292914327
979	0.005286377583
980	0.005276819059
981	0.005276818137
982	0.005264298655
983	0.005264289632
984	0.005250869757
985	0.005240034409
986	0.005233161897
987	0.005217895809
988	0.005209661114
989	0.005209634485
990	0.005193305721
991	0.005179340307
992	0.005166647113
993	0.005166623007
994	0.00515985808
995	0.005150403209
996	0.00514095745
997	0.005140939887
998	0.00513042805
999	0.005130412702
